페이지,상품명,상품설명,정가,할인가,할인율,배송유형,리뷰수,이미지URL,상품링크
1,[Chai797] 시그니처 쇠고기 마늘 볶음밥,진한 불맛과 고소한 마늘 풍미,"8,500","5,950",30%,샛별배송,50,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/9787d3f3-062f-4f1a-8a6f-8565b7a559d2.jpg,https://www.kurly.com/goods/1001316382
1,[고래사] 어묵면우동,쫄깃하고 고소한 어묵면으로 만든 우동,"6,000","5,100",15%,샛별배송,0,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/df278db0-c42e-4900-a53e-fcc23ee59719.jpg,https://www.kurly.com/goods/1001331240
1,[아우름] 대나무 통밥,은은하게 퍼지는 대나무 향,정가 없음,"6,800",할인율 없음,샛별배송,57,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/12a81320-7736-40ea-9021-9262413d5c10.jpg,https://www.kurly.com/goods/1001296545
1,[맥시칸] 크리스피 치킨 2종 (소스 포함)(택1),시그니처 양념 소스를 더한,"9,800","7,840",20%,샛별배송,58,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001335351
1,[맥시칸] 허니버터 치킨 2종 (택1),진한 버터 풍미의 바삭한 치킨,"9,800","6,860",30%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001335354
1,[맥시칸] 갈릭양념 치킨 2종 (택1),알싸하고 고소한 마늘 풍미,"9,800","6,860",30%,샛별배송,16,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001335357
1,[제일맞게컬리] 현미곤약 주먹밥 3종 (택1),언제든 부담 없는 저당 한 끼,"8,980","7,180",20%,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001191650
1,[식사이론] 저당 맵칼 떡볶이,저당으로 즐기는 떡볶이,"7,980","7,180",10%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001333255
1,[뽀로로] DIY 고구마 피자만들기,함께 만드는 맛있는 미니 피자,정가 없음,"9,900",할인율 없음,샛별배송,23,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001255494
1,[뽀로로] DIY 하와이안 피자만들기,함께 만드는 맛있는 미니 피자,정가 없음,"9,900",할인율 없음,샛별배송,82,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001255496
1,[LOTS OF LOVE] 풍미듬뿍 명란 시래기 볶음밥,부드럽고 짭조름한 감칠맛,"7,000","5,600",20%,샛별배송,357,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001205683
1,[햇반/쿡반] 노릇노릇 주먹밥 500g 6종 (택1),간편하고 든든한 한 끼,"8,980","7,980",11%,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1000185462
1,[골라담기] 사세 치킨&튀김 5종 (택2),설명 없음,"7,900","5,530",30%,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001316375
1,[10주년 기획][햇반] 100% 통곡물밥 130g*12입,통곡물의 구수함과 풍성한 식감,"17,900","11,900",33%,샛별배송,16,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001303875
1,[CJ] 가쓰오 메밀소바 (4인분),가쓰오 육수의 깊은 풍미,"9,980","7,485",25%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001311457
1,[33% 특가][CJ] 동치미 물냉면 (2인분),달콤새콤 동치미 물냉면,"6,980","4,640",33%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001309510
1,[동원] 개성 물만두 300g*2,국내산 돼지고기와 야채 가득,"7,980","6,980",12%,샛별배송,14,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001249771
1,[동원] 개성 왕 새우 만두 315g*2,탱글한 새우살이 쏙,"9,980","8,980",10%,샛별배송,12,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001249769
1,[동원] 개성 왕만두 2종 1.2kg (택1),큼직하게 빚어낸,"11,480","9,980",13%,샛별배송,17,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001249764
1,[도산회관] 한우 소보로 주먹밥,달짝지근한 한우 토핑이 가득,"12,980","11,162",14%,샛별배송,153,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001207695
1,[이차돌] 차돌박이 숙주볶음,설명 없음,정가 없음,"14,900",할인율 없음,샛별배송,17,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001254502
1,[분식EASY] 즉석떡볶이와 모둠튀김,제대로 즐기는 분식 한 상,"13,900","12,510",10%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001255084
1,[분식EASY] 비빔막국수와 메밀전병,든든한 두 가지 메밀 요리,"13,900","11,815",15%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001255082
1,[분식EASY] 불비빔냉면과 왕만두,얼얼한 냉면과 든든한 만두,"13,900","11,815",15%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001255080
1,[분식EASY] 바지락 칼국수와 김치전,전과 칼국수의 완벽한 조합,"13,900","12,510",10%,샛별배송,10,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001255078
1,[경주미정당] 납작당면 떡볶이,설명 없음,정가 없음,"5,900",할인율 없음,샛별배송,31,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001252364
1,[경주미정당] 밀 국물떡볶이,설명 없음,정가 없음,"5,900",할인율 없음,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001252361
1,[경주미정당] 쌀 국물떡볶이,설명 없음,정가 없음,"5,900",할인율 없음,샛별배송,22,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001252359
1,[경주미정당] 쌀로 만든 쫄면 (2인분),설명 없음,"6,900","4,830",30%,샛별배송,39,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001252353
1,[경주미정당] 쌀로 만든 물쫄면 (2인분),설명 없음,"7,900","5,530",30%,샛별배송,37,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001252356
1,[농협] 구수한 옛날 누룽지 450g,국산 쌀로만 만든,"7,480","6,580",12%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001297538
1,[애슐리] 크리스피 핫도그 4종 (택1),설명 없음,"12,900","10,490",18%,샛별배송,123,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001297372
1,[포스트] 크리치오 쿠키 시리얼 400g,오독 바삭 씹는 맛이 있는,"8,880","8,240",7%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001249414
1,[풀무원] 지구식단 두유면 동치미냉면,메밀두유면으로 먹는 동치미냉면,"7,980","6,980",12%,샛별배송,45,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001249066
1,[풀무원] 지구식단 두유면 들기름 막국수,메밀두유면으로 먹는 들기름 막국수,"7,980","6,980",12%,샛별배송,92,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001249064
1,[호밍스] 부산식곱창전골,얼큰하고 진한 사골육수에 곱창을 듬뿍,"15,400","13,850",10%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001249400
1,[김구원선생] 한우 된장 순두부찌개,풍성하게 즐기는 고소한 찌개,정가 없음,"8,800",할인율 없음,샛별배송,27,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001246434
1,[중앙해장] 해장 군만두 (양무침),한우 양을 품고있는,"6,580","5,264",20%,샛별배송,17,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001246437
1,[청정원] 그레인보우 베이컨 할라피뇨 저당 도시락,기분 좋은 매콤함이 톡,"5,980","4,980",16%,샛별배송,71,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001234073
1,[정호영셰프의 이자카야카덴] 우삼겹 스키야키,달짝지근하고 짙은 풍미,정가 없음,"10,900",할인율 없음,샛별배송,51,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001236209
1,[코우지셰프] 이지카야 스지오뎅탕,쫄깃한 스지와 어묵을 함께,"13,900","12,510",10%,샛별배송,54,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001236207
1,[디핀] 단호박 크림 뇨끼,부드럽고 고소한 단호박 풍미,정가 없음,"8,500",할인율 없음,샛별배송,99,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001236205
1,[미미네] 쌀떡볶이,소스가 깊게 스며드는 쌀떡볶이,"5,600","5,040",10%,샛별배송,165,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001233873
1,[청정원] 순살바삭 버터갈릭치킨 300g,알싸한 마늘향이 솔솔,"7,980","6,480",18%,샛별배송,20,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001234070
1,[백년밥상] 우삼겹 스지 된장찌개,다채로운 재료의 풍성한 식감,"12,900","10,900",15%,샛별배송,42,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001245957
1,[롯데] 미국식 핫도그 3종 (택1) (냉장),다채로운 토핑 가득,정가 없음,"3,990",할인율 없음,샛별배송,328,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001246565
1,[청정원] 매콤달콤 고구마떡볶이,고구마가 들어가 매콤달콤한 맛이 일품인,"6,980","5,980",14%,샛별배송,24,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001234067
1,[동원] 개성 감자 만두 2종 1.2kg (택1),투명하고 쫀득한 만두피,"13,480","10,980",18%,샛별배송,16,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001244399
1,[슈퍼키친] 스팸참치마요덮밥,완벽한 조합의 한입,"6,400","5,440",15%,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1000047917
1,[고래주방] 한입꽃게 꼬치어묵전골,끓일수록 진한 감칠맛,정가 없음,"12,900",할인율 없음,샛별배송,33,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001235624
1,[골라담기] 인기 피자 6종 (택2),설명 없음,"9,900","8,118",18%,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001227928
1,[편스토랑X온더고] 김재중의 나폴리식 갈비덮밥,방송을 타고 온 나폴리식 한 끼,"6,980","6,000",14%,샛별배송,169,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001224864
1,[고메] 크리스피 후라이드 순살치킨 350g,부드러운 닭다리살이 쏙,"9,980","6,980",30%,샛별배송,48,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001224871
1,[탄단지] 세끼 뚝딱 도시락 3종 세트 시즌2,알차게 담은 세 가지 구성,"9,900","8,910",10%,샛별배송,41,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001230899
1,[BHC] 치킨텐더 2종,촉촉한 안심 치킨텐더,정가 없음,"6,990",할인율 없음,샛별배송,414,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1000380671
1,[한끼통살] 닭가슴살 치밥 주먹밥 3종 (택1),저당 소스로 가뿐하고 든든한,"8,500","6,800",20%,샛별배송,57,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001188024
1,[한끼통살] 곤약현미 볶음밥 5종 (택1),부담 없이 즐기는 포만감,"9,000","7,200",20%,샛별배송,84,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001188030
1,[오뚜기] 가뿐한끼 100% 현미로 지은 부드러운 현미밥 130g*30입,100% 현미로 지어 부담 없는,정가 없음,"33,800",할인율 없음,샛별배송,11,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001207777
1,[The:푸짐한] 돼지고기 김치전골,설명 없음,"15,900","14,310",10%,샛별배송,20,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001208596
1,[포차안주] 통마늘 닭똥집볶음,입안에 퍼지는 고소한 감칠맛,"13,900","11,900",14%,샛별배송,23,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001208594
1,[포차안주] 양념 닭목살 볶음,불맛을 입힌 쫀득한 닭목살,"13,900","11,900",14%,샛별배송,15,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001208592
1,[차려낸] 살얼음 육수 냉메밀소바 2인분,입맛 돋우는 짜릿한 살얼음,"9,900","7,900",20%,샛별배송,440,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001209336
1,[정호영의 우동카덴] 니꾸 우동,설명 없음,"6,980","6,280",10%,샛별배송,66,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001207688
1,[차려낸] 비법 양념 서울식 소불고기전골,담백하고 깔끔한 불고기,"16,900","13,500",20%,샛별배송,129,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001207468
1,[차려낸] 햄 가득 송탄식 부대찌개,햄으로 채운 풍성한 냄비,"15,900","11,900",25%,샛별배송,551,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001207466
1,[모두의맛집] 오세득의 가지 라자냐,층층이 쌓은 녹진함,"12,900","10,320",20%,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1000332002
1,[톰볼라] 닭가슴살 버섯 크림 리조또,입안 가득 녹아드는 고소한 풍미,"11,200","8,960",20%,샛별배송,392,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1000128064
1,[고래주방] 유부주머니 떡볶이와 어묵탕,떡볶이와 유부 어묵탕을 동시에!,정가 없음,"8,400",할인율 없음,샛별배송,109,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001203615
1,[고래주방] 유부주머니 어묵탕,속이 가득 유부주머니와 모듬어묵,정가 없음,"11,900",할인율 없음,샛별배송,65,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001203613
1,[고래주방] 동글동글 물떡 어묵탕,한입에 쏙 즐기는 앙증맞은 물떡,정가 없음,"9,900",할인율 없음,샛별배송,224,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001203611
1,[사리원] 얼큰 소불고기 왕만두 전골,설명 없음,"17,900","15,900",11%,샛별배송,87,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001202303
1,[현우동] 멘타이 가마바타우동,집에서 즐기는 시그니처 메뉴,"6,980","6,282",10%,샛별배송,181,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001203623
1,[현우동] 카케우동,쫄깃한 우동면이 돋보이는,"5,900","5,310",10%,샛별배송,167,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001203621
1,[피자로빈슨] 핫치킨 쉬림프,랜치소스의 풍성함이 더해진,정가 없음,"14,900",할인율 없음,샛별배송,53,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001117863
1,[누누반] 통 닭가슴살 곤약 도시락 5종 (2개입) (택1),볶음밥과 닭가슴살을 한 번에,정가 없음,"9,900",할인율 없음,샛별배송,329,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001201269
1,[서교동 진진] 짜장면 2인분,황진선 셰프가 완성한 풍부한 감칠맛,"9,980","9,280",7%,샛별배송,56,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001194614
1,[서교동 진진] 매콤 유니짜장면 2인분,매콤하고 꾸덕한 유니짜장,"10,800","10,000",7%,샛별배송,48,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001194610
1,[Chai797] 오리지널 짬뽕,설명 없음,"13,800","10,990",20%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001194597
1,[Chai797] 유니짜장면,설명 없음,"8,900","6,990",21%,샛별배송,27,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001194574
1,[백년밥상] 스지 바지락 전골,칼칼한 국물에 쫀득한 식감까지,"19,900","15,400",22%,샛별배송,305,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001194490
1,[동원] 개성 잡채 군만두 300g*3,탱글한 당면이 쏙,"7,980","6,980",12%,샛별배송,58,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001193089
1,[동원] 교자 만두 1.2kg,쫄깃한 피와 꽉 찬 속,"7,480","5,980",20%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001193073
1,[동원] 딤섬 부채교 283g*2,향긋하고 아삭한 시금치 속,"10,480","8,980",14%,샛별배송,15,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001193039
1,[마니커에프앤지] 통살팝콘치킨 (2개입),통살로 고소하게 튀겨낸,"11,900","10,500",11%,샛별배송,13,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001192686
1,[마니커에프앤지] 버팔로닭다리골드,매콤한 정통 버팔로의 풍미,"11,980","10,480",12%,샛별배송,0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001192684
1,[마니커에프앤지] 통살치킨너겟,고소하고 바삭한 통살 치킨,"7,980","6,680",16%,샛별배송,23,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001192682
1,[제일맞게컬리] 김치베이컨 현미곤약 주먹밥,볶음김치와 베이컨의 고소한 풍미,"8,980","7,180",20%,샛별배송,422,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001170120
1,[제일맞게컬리] 닭가슴살블랙페퍼 현미곤약 주먹밥,부드러운 닭고기와 알싸한 후추,"8,980","7,180",20%,샛별배송,248,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001170127
1,[제일맞게컬리] 전주비빔 현미곤약 주먹밥,매콤달콤한 전주비빔밥 그대로,"8,980","7,180",20%,샛별배송,669,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001170131
1,[투다리] 교자만두 전골,푸짐하게 즐기는 쫀득한 만두,"11,900","10,710",10%,샛별배송,16,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001190082
1,[쉐프스토리] 크리스피 치즈볼 490g,쫄깃한 반죽 속 부드러운 치즈,"7,900","6,100",22%,샛별배송,60,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001190278
1,[CJ] 숯불향 바베큐,밥반찬으로 좋은 달콤한 바베큐,"5,900","4,200",28%,샛별배송,24,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001191182
1,[CJ] 숯불향 닭강정,불 향을 입힌 매콤달콤 닭강정,"5,900","4,200",28%,샛별배송,42,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1001191180
1,[애슐리] 풍미 가득 브리또 3종 2개입 (택1),고소한 치즈와 재료의 풍부한 맛,정가 없음,"7,800",할인율 없음,샛별배송,94,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/d1695e8f-3e0f-4def-9673-7243068b1ca6.jpg,https://www.kurly.com/goods/1001179431
1,[애슐리] 쉬림프 나시고렝 볶음밥 (2개입),짭조름한 감칠맛 가득,"7,990","6,390",20%,샛별배송,999+,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/96691baa-a1c1-4feb-ab62-5634b3b56d39.jpg,https://www.kurly.com/goods/1000659853
1,[성수동분식] 주먹밥 500g 4종,속이 꽉 찬 든든 한 끼,"8,900","4,895",45%,샛별배송,721,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/a5600137-7f16-447e-ab76-010725ec0c07.jpg,https://www.kurly.com/goods/1000828216
